"genus","species","newcarabids_author_carabids_source","newcarabids_comment_carabids_source","newcarabids_referencebodysize_carabids_source","newcarabids_referenceclassification_carabids_source","newcarabids_referencedistribution_carabids_source","newcarabids_referenceeyesize_carabids_source","newcarabids_referencehabitatpreference_carabids_source","newcarabids_referencehwd_carabids_source","newcarabids_referencetrophiclevel_carabids_source","newmartin2019_authority_martin2019_source","newtamburini_source.of.pest.trait.information_tamburini_source","newglobalants_contributor_globalants_source","newarthropodtraits_author_arthropodtraits_source","newcarabids_referencehibernation_carabids_source","newcarabids_referencehuntingabilities_carabids_source","newsesync_citation_sesync_source","newemerystickytrap_literature_emerysticky_source","newemerystickytrap_litforsize_emerysticky_source","newcarabids_referenceactivitytime_carabids_source","newcarabids_referencereproduction_carabids_source","newemerypitfalltrap_literature_emerypit_source"
"eristalis","intricarius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","jugorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egger 1858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","lineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris 1776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","pertinax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scopoli 1763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","picea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallén 1817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","pratorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meigen 1822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","rupium",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","similis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallén 1817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","tenax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eumeninae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leach 1815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"euodynerus","notatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jurine 1807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"euodynerus","quadrifasciatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupeodes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sacken 1877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupeodes","bucculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rondani 1857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupeodes","corollae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupeodes","lapponicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zetterstedt 1838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupeodes","latifasciatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Macquart 1829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupeodes","lundbecki",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ryen 1946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupeodes","luniger",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meigen 1822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupeodes","nielseni",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laska 1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupeodes","nitens",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zetterstedt 1843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupoecilia","ambiguella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"An 2009 Schmidt-B√ºsser et al. 2009 www. ceris.purdue.edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eurydema","oleracea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1758",NA,NA,"Linnaeus 1758",NA,NA,NA,NA,NA,NA,NA,NA
"euryopis","episinoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walckenaer 1847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"euryopis","flavomaculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Koch 1836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"euryopis","quinqueguttata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thorell 1875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eurytoma","amygdali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zerova & Fursov 1991 www.eppo.int",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eurytoma","nodularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boheman 1836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evodinus","borealis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exocentrus","adspersus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exocentrus","lusitanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"falagria","sulcata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paykull 1789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forficula","auricularia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"formicidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latreille 1802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gasteruption","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latreille 1796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gasteruption","assectator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gaurotes","virginea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"geocoris","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Takizawa2012","https://bugguide.net/node/view/19062",NA,NA,NA
"gnamptogenys","122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","acuminata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","continua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","curvoclypeata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","hartmani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","horni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","interrupta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","menadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","minuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","nana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","pr.reichenspergeri sp.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","pr.striatula sp.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","pr.striatula sp.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","quadrutinodules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staab Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","rastrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","reichenspergeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","sp.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","striatula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","tornata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","triangularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnathacmaeops","pratensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gongylidiellum","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simon 1884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gongylidiellum","latebricola",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambridge 1871",NA,NA,"O. P.-Cambridge 1871",NA,NA,NA,NA,NA,NA,NA,NA
"gongylidiellum","murcidum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simon 1884",NA,NA,"Simon 1884",NA,NA,NA,NA,NA,NA,NA,NA
"gongylidiellum","vivum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambridge 1875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"grammoptera","ruficornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"grammoptera","ustulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gynandromorphus","etruscus","Quensel","Jeannel 1963: 106",NA,"Löbl & Smetana 2003","Löbl & Smetana 2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gyrohypnus","angustatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stephens 1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gyrohypnus","liebei",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scheerpeltz 1926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gyrohypnus","punctulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paykull 1789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hahnia","nava",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blackwall 1841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hahnia","pusilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Koch 1841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"halticus","apterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1758",NA,NA,NA,NA,NA,NA,NA,NA
"halticus","luteicollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Panzer 1804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"haplodrassus","dalmatensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Koch 1866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"haplodrassus","invalidus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambridge 1872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"haplodrassus","minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambridge 1879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"haplodrassus","severus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Koch 1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"haplodrassus","signifer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Koch 1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"haplodrassus","umbratilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L. Koch 1866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harmonia","axyridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pallas 1773",NA,NA,"Pallas 1773",NA,NA,NA,"Serra2013Rizzo2022preprint","coccinellidae.cl",NA,NA,NA
"harpactea","fageli",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brignoli 1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpactea","lepida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Koch 1838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","affinis","Schrank","Zaballos 1996: 64","Lindroth 1985/86: 351","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 351","GAC Ed. 2009","Lindroth 1985/86: 351","Lindroth 1985/86: 351","Ballion 1878",NA,NA,NA,"Lindroth 1985/86: 351",NA,NA,NA,NA,NA,NA,NA
"harpalus","albanicus","Reitter","Jeannel 1941: 345","Freude et al.2006: 380","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al.2006: 380","GAC Ed. 2009","Jeannel 1942a: 689","Freude et al.2006: 380","Reitter 1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","anxius","Duftschmid","Jeannel 1941: 348","Freude et al. 2006: 381","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 381","GAC Ed. 2009","Lindroth 1985/86: 362","Freude et al. 2006: 381","Duftschmid 1812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","atratus","Latreille",NA,"Freude et al. 2006: 370","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 370","GAC Ed. 2009","Turin 2000: 462","Freude et al. 2006: 370","Ballion 1878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","attenuatus","Stephens",NA,"Freude et al. 2006: 372","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 372","GAC Ed. 2009","Turin 2000: 462","Freude et al. 2006: 372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","autumnalis","Duftschmid",NA,"Lindroth 1985/86: 354 Freude et al. 2006: 374","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 354","GAC Ed. 2009","Jeannel 1985/86: 682 Lindroth: 354","Lindroth 1985/86: 354","Duftschmid 1812",NA,NA,NA,"Lindroth 1985/86: 354",NA,NA,NA,NA,NA,NA,NA
"harpalus","calceatus","Duftschmid",NA,"Freude et al. 2006: 359","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 359","GAC Ed. 2009","Lindroth 1985/86: 349","Lindroth 1985/86: 349","Duftschmid 1812",NA,NA,NA,"Lindroth 1985/86: 349",NA,NA,NA,NA,NA,NA,NA
"harpalus","caspius","Steven",NA,"Freude et al. 2006: 364","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 364","GAC Ed. 2009","Freude et al. 2006: 364","Freude et al. 2006: 364","Steven 1806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","cephalotes","Fairmaire & Laboulbene",NA,"Freude et al. 2006: 358","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 358",NA,"Jeannel 1942a: 638","Freude et al. 2006: 358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","cupreus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gory 1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","dimidiatus","P. Rossi","De la Fuente 1927: 227","Freude et al. 2006: 364","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 364","GAC Ed. 2009","Jeannel 1942a: 674","Freude et al. 2006: 364","Rossi 1790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","distinguendus","Duftschmid","Jeannel 1942a: 689 Freude et al.2006: 380","Freude et al. 2006: 367","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 367","GAC Ed. 2009","Lindroth 1985/86: 351","Freude et al. 2006: 367","Duftschmid 1812",NA,NA,NA,"Lindroth 1985/86: 351",NA,NA,NA,NA,"Lindroth 1985/86: 351",NA,NA
"harpalus","flavescens","Piller & Mitterpacher","Reitter 1887: 247","Lindroth 1985/86: 366","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 366","GAC Ed. 2009","Lindroth 1985/86: 366","Lindroth 1985/86: 366","Mitterpacher 1783",NA,NA,NA,"Lindroth 1985/86: 366",NA,NA,NA,NA,"Lindroth 1985/86: 366",NA,NA
"harpalus","flavicornis","Dejean",NA,"Freude et al. 2006: 385","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 385","GAC Ed. 2009","Freude et al. 2006: 385","Freude et al. 2006: 385","Fabricius 1787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","froelichii","Sturm",NA,"Lindroth 1985/86: 364","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 364","GAC Ed. 2009","Lindroth 1985/86: 364","Freude et al. 2006: 361",NA,NA,NA,NA,"Freude et al. 2006: 361",NA,NA,NA,NA,NA,NA,NA
"harpalus","fuscicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ménétriés 1832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","fuscipalpis","Sturm",NA,"Antoine 1959: 412","Löbl & Smetana 2003","Löbl & Smetana 2003","Antoine 1959: 412",NA,"Jeannel 1942a: 679","Antoine 1959: 412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","griseus","Panzer",NA,"Lindroth 1985/86: 348","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 348","GAC Ed. 2009","Lindroth 1985/86: 348","Lindroth 1985/86: 348","Panzer 1796",NA,NA,NA,"Lindroth 1985/86: 348",NA,NA,NA,NA,"Lindroth 1985/86: 348",NA,NA
"harpalus","hirtipes","Panzer",NA,"Lindroth 1985/86: 365","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 365","GAC Ed. 2009","Lindroth 1985/86: 365","Lindroth 1985/86: 365",NA,NA,NA,NA,"Lindroth 1985/86: 365",NA,NA,NA,NA,NA,NA,NA
"harpalus","honestus","Duftschmid",NA,NA,"Löbl & Smetana 2003","Löbl & Smetana 2003",NA,"GAC Ed. 2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","hospes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sturm 1818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","laevipes","Zetterstedt","De la Fuente 1927: 235","Freude et al. 2006: 369","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 369","GAC Ed. 2009","Lindroth 1985/86: 359","Lindroth 1985/86: 359","Zetterstedt 1828",NA,NA,NA,"Lindroth 1985/86: 359",NA,NA,NA,NA,NA,NA,NA
"harpalus","latus","Linn","Jeannel 1942a: 674 Freude et al. 2006: 364","Freude et al. 2006: 371","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 371","GAC Ed. 2009","Lindroth 1985/86: 356","Freude et al. 2006: 371","Goeze 1777",NA,NA,NA,"Lindroth 1985/86: 356",NA,NA,NA,NA,NA,NA,NA
"harpalus","luteicornis","Duftschmid",NA,"Lindroth 1985/86: 357","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 357","GAC Ed. 2009","Lindroth 1985/86: 357","Lindroth 1985/86: 357","Stephens 1828",NA,NA,NA,"Lindroth 1985/86: 357",NA,NA,NA,NA,NA,NA,NA
"harpalus","marginellus","Gyllenhal",NA,"Freude et al. 2006: 365","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 365",NA,"Freude et al. 2006: 365","Freude et al. 2006: 365","Stephens 1828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","melancholicus","Dejean",NA,"Freude et al. 2006: 362","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 362","GAC Ed. 2009","Lindroth 1985/86: 354","Freude et al. 2006: 362",NA,NA,NA,NA,"Freude et al. 2006: 362",NA,NA,NA,NA,NA,NA,NA
"harpalus","modestus","Dejean",NA,"Freude et al. 2006: 385","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 385","GAC Ed. 2009","Barndt et al. 1991: 253","Freude et al. 2006: 385","Dejean 1829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","neglectus","Audinet-Serville","Lindroth 1985/86: 348","Freude et al. 2006: 375","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 375","GAC Ed. 2009","Lindroth 1985/86: 360","Freude et al. 2006: 375",NA,NA,NA,NA,"Lindroth 1985/86: 360",NA,NA,NA,NA,"Lindroth 1985/86: 360",NA,NA
"harpalus","picipennis","Duftschmid","Kataev 1989: 226","Freude et al. 2006: 383","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 383","GAC Ed. 2009","Lindroth 1945: 518","Freude et al. 2006: 383","Duftschmid 1812",NA,NA,NA,"Lindroth 1945: 518",NA,NA,NA,NA,"Lindroth 1945: 518",NA,NA
"harpalus","politus","Dejean",NA,"Freude et al. 2006: 385","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 385","GAC Ed. 2009",NA,"Freude et al. 2006: 385","Dejean 1829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","progrediens","Schauberger","J. M?ller 1931a: 57","Freude et al. 2006: 372","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 372","GAC Ed. 2009",NA,"Freude et al. 2006: 372","Schauberger 1922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","pumilus","Sturm",NA,"Freude et al 2006.: 383","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al 2006.: 383","GAC Ed. 2009","Lindroth 1985/86: 363","Lindroth 1985/86: 363","Dejean 1829",NA,NA,NA,"Lindroth 1985/86: 363",NA,NA,NA,NA,"Lindroth 1985/86: 363",NA,NA
"harpalus","pygmaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sturm 1818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","rubripes","Duftschmid",NA,"Freude et al. 2006: 365","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 365","GAC Ed. 2009","Desender 1989: 36","Freude et al. 2006: 365","Duftschmid 1812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","rufipalpis","Sturm","incertae sedis","Freude et al. 2006: 374","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 374","GAC Ed. 2009","Lindroth 1985/86: 360","Lindroth 1985/86: 360",NA,NA,NA,NA,"Lindroth 1985/86: 360",NA,NA,NA,NA,"Lindroth 1985/86: 360",NA,NA
"harpalus","rufipes","DeGeer","Lindroth 1985/86: 357 mainl in spring","Lindroth 1985/86: 348","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 348","GAC Ed. 2009","Lindroth 1985/86: 348","Lindroth 1985/86: 348","Motschulsky 1844",NA,NA,NA,"Lindroth 1985/86: 348",NA,NA,NA,NA,"Lindroth 1985/86: 348",NA,NA
"harpalus","serripes","Quensel",NA,"Freude et al. 2006: 377","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 377","GAC Ed. 2009","Lindroth 1985/86: 352","Lindroth 1985/86: 352","Latreille 1804",NA,NA,NA,"Lindroth 1985/86: 352",NA,NA,NA,NA,"Lindroth 1985/86: 352",NA,NA
"harpalus","servus","Duftschmid",NA,"Freude et al. 2006: 377","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 377","GAC Ed. 2009","Lindroth 1985/86: 361","Lindroth 1985/86: 361",NA,NA,NA,NA,"Lindroth 1985/86: 361",NA,NA,NA,NA,"Lindroth 1985/86: 361",NA,NA
"harpalus","signaticornis","Duftschmid","incertae sedis","Lindroth 1985/86: 347","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 347","GAC Ed. 2009","Lindroth 1985/86: 347","Lindroth 1985/86: 347","Duftschmid 1812",NA,NA,NA,"Lindroth 1985/86: 347",NA,NA,NA,NA,NA,NA,NA
"harpalus","smaragdinus","Duftschmid",NA,"Freude et al. 2006: 367","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 367","GAC Ed. 2009","Lindroth 1985/86: 352","Freude et al. 2006: 367","Duftschmid 1812",NA,NA,NA,"Lindroth 1985/86: 352",NA,NA,NA,NA,NA,NA,NA
"harpalus","solitaris","Dejean",NA,"Lindroth 1985/86: 355","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 355","GAC Ed. 2009","Lindroth 1985/86: 355","Lindroth 1985/86: 355",NA,NA,NA,NA,"Lindroth 1985/86: 355",NA,NA,NA,NA,NA,NA,NA
