genus,species,invasive.to.political.region1_globalants_invasive,contributor_globalants_source,caste_globalants_other,whole.body.length..mm._globalants_body,colony.type_globalants_other,activity_globalants_other,diet_globalants_feeding,political.region1_globalants_invasive,continent_globalants_invasive
gnamptogenys,hartmani,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
gnamptogenys,hartmani,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
gnamptogenys,horni,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
gnamptogenys,horni,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
gnamptogenys,horni,Native*,"Donoso, David",Worker,3.1,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
gnamptogenys,horni,Native*,"Donoso, David",Worker,3.3,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
gnamptogenys,interrupta,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
gnamptogenys,minuta,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
gnamptogenys,minuta,Native*,"Donoso, David",Worker,3.5,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
gnamptogenys,minuta,Native*,"Donoso, David",Worker,3.5,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
gnamptogenys,tornata,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
gnamptogenys,triangularis,Unknown,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
gnamptogenys,pr.reichenspergeri sp.1,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
gnamptogenys,pr.striatula sp.1,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
gnamptogenys,pr.striatula sp.2,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
gnamptogenys,rastrata,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
gnamptogenys,reichenspergeri,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
gnamptogenys,quadrutinodules,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
gnamptogenys,quadrutinodules,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
gnamptogenys,quadrutinodules,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
gnamptogenys,quadrutinodules,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
gnamptogenys,quadrutinodules,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
gnamptogenys,quadrutinodules,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
gnamptogenys,acuminata,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
gnamptogenys,acuminata,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
gnamptogenys,nana,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
hypoponera,1,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,1,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,1,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,1,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,1,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,1,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,39,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,80,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,113,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,inexorata,Native*,"Gibb, Heloise",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,opacior,Native*,"Gibb, Heloise",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.10,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.11,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.12,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.13,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.14,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.2,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.3,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.5,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.6,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.7,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.8,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.9,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,cf. confinis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,cf. confinis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,cf. confinis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,cf. confinis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,cf. confinis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sabrone,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,antcnp_sp2,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
hypoponera,JTL013,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
hypoponera,parva,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
hypoponera,sp.15,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.16,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.17,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.18,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.19,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.20,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.21,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.22,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.23,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,sp.24,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
hypoponera,eduardi,Unknown,"GÛmez, Crisanto",Worker,3.431,Monodomous (1),Hypogaeic (3),Generalist (2),Not in paper,Not in paper
hypoponera,sp.5,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
hypoponera,sp.02,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
hypoponera,sp.03,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
hypoponera,sp. 04,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
labidus,coecus,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
labidus,praedator,Native*,Heraldo L. Vasconcelos & Renata Pacheco,Worker,Not in paper,Not in paper,Not in paper,Not in paper,Brazil,South America
lachnomyrmex,plaumanni,Native*,"Baccaro, Fabricio",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,exigua,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,exigua,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,exigua,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,exigua,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,sp._nr._conigera,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,sp._nr._conigera,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,sp._nr._conigera,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,intermedia,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,intermedia,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,intermedia,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,intermedia,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,intermedia,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,intermedia,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,15,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,67,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,68,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,77,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,139,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,140,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,146,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,160,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,68,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,120,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,143,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,diminuta,Native*,"Fayle, Tom",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
leptogenys,kitteli,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
leptogenys,kitteli,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
leptogenys,kitteli,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
leptogenys,kitteli,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
leptogenys,kitteli,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
leptogenys,kitteli,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
leptogenys,kitteli,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
leptogenys,rufida,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
leptogenys,rufida,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
leptogenys,rufida,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
leptogenys,rufida,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
leptogenys,rufida,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
leptogenys,rufida,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
leptogenys,rufida,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
monomorium,donisthorpei,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,donisthorpei,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,donisthorpei,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,donisthorpei,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,fieldi,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,fieldi,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,fieldi,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,fieldi,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,nigrius,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,nigrius,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,nigrius,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,nigrius,Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._1_(rothsteini_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._1_(rothsteini_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._1_(rothsteini_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._1_(rothsteini_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._14_(nigrius_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._14_(nigrius_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._14_(nigrius_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._14_(nigrius_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._24_(laeve_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._24_(laeve_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._24_(laeve_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._24_(laeve_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._26_(sydneyense_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._26_(sydneyense_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._26_(sydneyense_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._26_(sydneyense_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._33_(laeve_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._33_(laeve_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._33_(laeve_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._33_(laeve_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._37_(nigrius_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._37_(nigrius_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._37_(nigrius_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._37_(nigrius_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._39_(nigrius_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._7_(insolescens_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._7_(insolescens_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._7_(insolescens_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._7_(insolescens_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._8_(carinatum_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._8_(carinatum_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._8_(carinatum_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,sp._8_(carinatum_gp.),Native*,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,floricola,Unknown,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,floricola,Unknown,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,floricola,Unknown,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,floricola,Unknown,"Gibb, Heloise",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,1,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,1,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,1,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,1,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,1,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,1,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,3,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,3,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,3,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,3,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,3,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,3,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,12,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,12,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,12,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,12,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,12,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,12,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,musicum,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,musicum,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,musicum,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,musicum,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,musicum,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,musicum,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,taedium,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,taedium,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,taedium,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,taedium,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,taedium,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,taedium,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,un01,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,un01,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,un01,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,un01,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,un01,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,un01,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,un01,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,un01,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,un01,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,un01,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
monomorium,un01,Native*,"Bishop, Tom Rhys",Minor,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
