presence_emerysticky_other,subclase_emerysticky_other,order_emerysticky_other,superfamily_emerysticky_other,family_emerysticky_other,subfamily_emerysticky_other,tribe_emerysticky_other,genus,species,number_emerysticky_other,location_emerysticky_other,dietbreadth_emerysticky_feeding,trophiclevel_emerysticky_feeding,functionalgroup_emerysticky_other,habitat_emerysticky_habitat,diet_emerysticky_feeding,moreinfo_emerysticky_other,nat_inv_un_emerysticky_invasive,countryconfirmed_emerysticky_invasive,literature_emerysticky_source,size_mm.min._emerysticky_body,size_mm.largestifrange._emerysticky_body,onesize_mm_emerysticky_body,litforsize_emerysticky_source
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,8,"D1,D2,F2,H2,I2,K3,L3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,7,"D2,D3,D4,E1,I4,K2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,7,"C3,E3,F1,J3,K4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,13,"B3,B4,C4,D1,I3,H4,K1,K2,L3,M3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,8,"C1,C2,C4,H2,J2,K1,L1,L4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,9,"B2,B3,C2,E3,E4,F2,J1,K2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,4,"B4,E1,M2,M3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"L2,L3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"C1,E2,L4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"C2,C3,I2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,B1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,C2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"D1,E2,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,D1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,B1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,6,"D3,D4,E2,J3,J4,K1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,6,"F4,I3,J1,J3,L3,M3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,8,"A3,B3,C2,I1,J2,K1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"H2,J1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,6,"C1,C2,F3,I1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"E2,J1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,17,"C1,C3,C4,D1,D2,E1,F3,H4,I4,J1,J4,K1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,11,"C2,C4,E4,F4,I2,I4,K3,L1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,12,"C1,C3,D4,E3,E4,F4,G4,J4,K4,L3,M3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,8,"B2,D2,D3,F3,I1,K4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,9,"C3,D2,I1,I3,I4,J2,L1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,12,"B1,F2,F3,H1,H3,I1,I2,J1,K1,K2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"C2,D2,J3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"C2,K2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,6,"A3,C4,E4,H1,H2,I2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,5,"B3,C1,C3,K3,K4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,H2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"F2,H2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"I1,J2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,12,"A1,E4,H2,H3,I2,K1,K2,L3,M1,M3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,14,"B4,B2,B1,D3,D2,E1,E2,E4,F4,F3,F2,K1,K4,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,25,"C1,C2,D1,D2,F2,F3,H1,H2,H3,I2,I3,J1,J3,K2,K3,L1,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,8,"C1,E4,I3,J2,K3,M1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"B1,L2,L3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,4,"C1,H1,K2,L1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"C2,F3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"A2,B1,H1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"C2,D3,L3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,4,"A3,E1,F2,J2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"B3,D2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,9,"A1,A4,B3,C3,H2,L1,L3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"B4,K1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,6,"F1,F2,I4,K2,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,K3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,C1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,4,"B3,B4,E3,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,B4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"I3,K3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,6,"H2,I2,I3,J3,L3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,5,"B4,B3,D3,E1,F3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,13,"A3,B2,B4,C4,E1,E2,E4,I2,K2,K3,M2,M4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,4,"C3,C4,J2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"B1,B3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,4,"E2,E3,F2,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"E2,K2,L1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"C1,F3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,I2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"B2,D4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,I1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,5,"C1,E1,E2,F1,F2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"C2,J3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"A1,B3,D3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"C1,D2,L3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,8,"B1,C3,E3,J1,L2,M1,N1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,M3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"F2,F3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"I1,K3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,7,"C1,D1,D2,E1,E2,F4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"I1,I3,J1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,I2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,5,"B3,H2,I2,J3,K2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,12,"C3,E1,E4,F1,F2,H1,H2,H3,H4,K1,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,10,"B2,C1,C4,D2,F2,F3,I1,J3,L1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,13,"D1,F3,H2,H3,H4,I2,I4,J3,K4,L4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,15,"B4,D1,E1,F1,F3,I4,J2,J3,J4,K2,L2,L3,M3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,12,"B4,E2,E3,F1,F2,I3,J2,K3,L2,L4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"K1,K4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,3,"A4,B3,H2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,4,"C4,J4,K2,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,K3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,J3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,8,"A1,A2,C3,D2,E3,H4,L3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,11,"B1,B2,B4,C2,D3,E2,J1,L2,L4,M2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,13,"B2,E2,E3,F2,H2,K1,K3,L3,L4,M4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,5,"B3,F4,M2,M4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,4,"B2,C2,E3,J3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,10,"B2,B4,C2,C3,C4,D4,F3,L3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,10,"C4,E1,E3,E4,F3,F4,H2,J2,K3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,11,"B1,B2,B3,C2,E1,H2,I3,K3,K4,L3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,5,"D3,E1,I2,M3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,2,"A3,L4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,"F1,F2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,L4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,4,"E2,J1,J3,K2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,4,"A4,B4,E3,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,5,"B2,D2,K2,K3,M1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,7,"B3,I1,J4,K3,K2,L2,L3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,10,"B4,C2,C4,E2,E3,E4,I1,L3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,4,"B2,C3,E2,E4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,10,"C3,D1,D2,D4,I1,I2,I3,L1,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,6,"B4,C2,F1,J4,L1,L3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,I1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,festiva,1,K4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,2,2.5,2.25,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,gordoni,1,L1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,1.8,2.4,2.1,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,matronata,1,B1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,AR,http://www.coccinellidae.cl/paginasWebTribus/Hyperaspidini/Paginas/Hyperaspis_matronata.html,2.4,3,2.7,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,sp19,1,F3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,AR,https://www.coccinellidae.cl/paginasWebArg/Paginas/Hyperaspis_sp_19_Arg.php,2.3,2.6,2.45,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,conclusa,1,C4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,1.9,2.2,2.05,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,conclusa,1,H1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,1.9,2.2,2.05,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,conclusa,1,D1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,1.9,2.2,2.05,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,conclusa,1,H4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,1.9,2.2,2.05,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,conclusa,1,E2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,1.9,2.2,2.05,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,conclusa,1,E2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,1.9,2.2,2.05,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,conclusa,1,I2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,1.9,2.2,2.05,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,conclusa,1,L2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,1.9,2.2,2.05,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,hyperaspis,elegantissima,1,J2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,AR,http://www.coccinellidae.cl/paginasWebArg/Paginas/Hyperaspis_elegantissima_Arg.php,1.9,2.2,2.05,coccinellidae.cl
