"genus","species","newsesync_country_sesync_invasive","newsesync_invasive_sesync_invasive","newtamburini_invasive.status_tamburini_invasive","newtamburini_study.area_tamburini_invasive","newglobalants_continent_globalants_invasive","newglobalants_invasive.to.political.region1_globalants_invasive","newglobalants_political.region1_globalants_invasive","newemerystickytrap_countryconfirmed_emerysticky_invasive","newemerystickytrap_nat_inv_un_emerysticky_invasive"
"cicindela","sylvicola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cicindela","transversalis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cicurina","cicur",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clivina","collaris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clivina","fossor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"closterotomus","biclacatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"closterotomus","norwegicus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clubiona","brevipes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clubiona","comta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clubiona","diniensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clubiona","diversa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clubiona","leucaspis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clubiona","lutescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clubiona","neglecta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clubiona","pallidula",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clubiona","phragmitis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clubiona","pseudoneglecta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clubiona","reclusa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clubiona","stagnatilis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clubiona","subtilis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clytus","arietis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"coccinella","magnifica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"coccinella","quinquepunctata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"coccinella","septempunctata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"coccinella","undecimpunctata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"coccinellidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"coccinula","quatuordecimpustulata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"coelotes","terrestris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"coleomegilla","quadrifasciata.octodecimpustulata",NA,NA,NA,NA,NA,NA,NA,"UY","Nat"
"collinsia","inerrans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"copitarsia","consueta",NA,NA,"Native","South America",NA,NA,NA,NA,NA
"copitarsia","turbata",NA,NA,"Native","South America",NA,NA,NA,NA,NA
"corticaria","abietorum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"corticaria","obscura",NA,NA,NA,NA,NA,NA,NA,NA,NA
"corticaria","serrata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"corticaria","umbilicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cortodera","femorata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"crematogaster","120",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","138",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","165",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","180",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","181",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","22",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","33",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","4",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","40",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","6",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","71",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","85",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","91",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","antcnp_sp11",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","auberti",NA,NA,NA,NA,"Europe","Native*","Spain",NA,NA
"crematogaster","brasiliensis",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","cf. flavicornis",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","cf. major",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","cf. pythia",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","cf._biroi",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","cf._rogenhoferi",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","cf._subnuda",NA,NA,NA,NA,"Asia","Native*","China",NA,NA
"crematogaster","coarctata",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","distans",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"crematogaster","elysii",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","emeryi",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","flavitarsis",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","frivola",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","laeviceps gp. sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","laeviceps gp. sp. SS 1 & sp. SS 2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","limata",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","lineolata",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"crematogaster","modiglianii",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","natalensis",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","obnigra",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","paradoxa",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","polita",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","queenslandica",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","queenslandica gp. sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","sordidula",NA,NA,NA,NA,"Europe","Native","Spain",NA,NA
"crematogaster","sp. 11 aff. fritzi",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","sp. 15 aff. flavicornis",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","sp. 6",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","sp. 7 aff. fritzi",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","sp.06",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"crematogaster","sp.08",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"crematogaster","sp.11",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"crematogaster","sp.3GroupA",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","sp.5",NA,NA,NA,NA,"Asia","Native*","China",NA,NA
"crematogaster","sp._2_australis_complex",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","sp._4_Group_A",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","sp.prox. Obscurata",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"crematogaster","sumichrasti",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","tarsata",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","un02",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","un03",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"crematogaster","un04",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"creonitades","dilutus","australia","native",NA,NA,NA,NA,NA,NA,NA
"creontiades","dilutus",NA,NA,"Native","Oceania",NA,NA,NA,NA,NA
"cryptoblabes","gnidiella","israel","native","Native","Western Asia",NA,NA,NA,NA,NA
"cychrus","attenuatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cychrus","caraboides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cycloneda","ancoralis",NA,NA,NA,NA,NA,NA,NA,"UY","Nat"
"cycloneda","emarginada",NA,NA,NA,NA,NA,NA,NA,"AR","Nat"
"cycloneda","limbicollis",NA,NA,NA,NA,NA,NA,NA,"AR","Nat"
"cycloneda","sanguinea",NA,NA,NA,NA,NA,NA,NA,"UY","Nat"
"cynipoidea","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyphomyrmex","costatus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cyphomyrmex","lectus",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"cyphomyrmex","minutus",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"cyphomyrmex","olitor",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cyphomyrmex","plaumanni",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cyphomyrmex","rimosus",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"cyphomyrmex","sp. 24",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"cyphomyrmex","sp.1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cyphomyrmex","sp.2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cyphomyrmex","sp.20",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"cyphomyrmex","sp.3",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cyphomyrmex","strigatus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cyphomyrmex","strigatus sp.1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cyphomyrmex","transversus",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"delia","radicum","france","native","Native","Europe",NA,NA,NA,NA,NA
"demetrias","atricapillus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"demetrias","imperialis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"demetrias","monostigma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dendrocerus","carpenteri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"deraeocoris","annulipes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"deraeocoris","flavilinea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"deraeocoris","ruber",NA,NA,NA,NA,NA,NA,NA,NA,NA
"deraeocoris","trifasciatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"diabrotica","barberi",NA,NA,"Native","North America",NA,NA,NA,NA,NA
"diabrotica","speciosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"diabrotica","virgifera","united states","native","Native","North America",NA,NA,NA,NA,NA
"diachromus","germanus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"diaea","dorsata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dibrachys","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dibrachys","cavus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dibrachys","lignicola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dibrachys","microgastri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dicymbium","nigrum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dicymbium","tibiale",NA,NA,NA,NA,NA,NA,NA,NA,NA
"diglyphus","isaea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dinaraea","angustula",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dinoptera","collaris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"diomus","agapitus",NA,NA,NA,NA,NA,NA,NA,"AR","Nat"
"diomus","argentenicus",NA,NA,NA,NA,NA,NA,NA,"AR","Nat"
"diomus","faustinus",NA,NA,NA,NA,NA,NA,NA,"UY","Nat"
"diomus","jane",NA,NA,NA,NA,NA,NA,NA,"AR","Nat"
"diomus","petronilla",NA,NA,NA,NA,NA,NA,NA,"AR","Nat"
"diomus","pusillus",NA,NA,NA,NA,NA,NA,NA,"UY","Nat"
"diomus","seminulus",NA,NA,NA,NA,NA,NA,NA,"UY","Nat"
"diomus","sp11",NA,NA,NA,NA,NA,NA,NA,"Un","Nat"
"diomus","sp43",NA,NA,NA,NA,NA,NA,NA,"Un","Nat"
"diomus","tenuis",NA,NA,NA,NA,NA,NA,NA,"AR","Nat"
"diomus","tucumanus",NA,NA,NA,NA,NA,NA,NA,"UY","Nat"
"diplocephalus","cristatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplocephalus","graecus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplocephalus","latifrons",NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplocephalus","marijae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplocephalus","picinus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplostyla","concolor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dipogon","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dipogon","subintermedius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dipogon","variegatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"discoelius","zonalis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"discothyrea","149",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"discothyrea","denticulata",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"discothyrea","humilis",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"discothyrea","neotropica",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"discothyrea","sauteri",NA,NA,NA,NA,"Asia","Native*","China",NA,NA
"discothyrea","sexarticulata",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"dismodicus","bifrons",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dismodicus","elevatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dolichus","halensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dolycoris","baccarum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"drassyllus","lutetianus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"drassyllus","praeficus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"drassyllus","pusillus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"drassyllus","villicus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"drepanotylus","uncatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","agilis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","angustus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","fenestratus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","meridionalis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","quadraticollis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","quadrimaculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dromius","schneideri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"drusilla","canaliculata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"drypta","dentata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschiriodes","tristis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","aeneus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","agnatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","angustatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","arenosus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","bonellii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","chalceus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","digitatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","extensus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","globosus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","impunctipennis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","intermedius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","laeviusculus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","neresheimeri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","nitidus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","obscurus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","rufipes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","semistriatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dyschirius","tristis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dysdera","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dysdera","erythrina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ectatomma","edentatum",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"ectatomma","muticum",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"ectatomma","permagnum",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"ectatomma","ruidum",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"ectatomma","tuberculatum",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"elaphrus","aureus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"elaphrus","cupreus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"elaphrus","riparius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"elaphrus","uliginosus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"elaphrus","ullrichii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"empoasca","affinis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"empoasca","decipiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"empoasca","pteridis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"empoasca","vitis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"encyrtidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"enoplognatha","diversa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"enoplognatha","latimana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"enoplognatha","ovata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"enoplognatha","thoracica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"episyrphus","balteatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ergates","faber",NA,NA,NA,NA,NA,NA,NA,NA,NA
"erigone","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"erigone","atra",NA,NA,NA,NA,NA,NA,NA,NA,NA
"erigone","dentipalpis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"erigone","longipalpis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"erigonella","hiemalis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eriopis","conexa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eriopis","connexa",NA,NA,NA,NA,NA,NA,NA,"UY","Nat"
"eristalis","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","abusiva",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","arbustorum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","horticola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","interrupta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","intricaria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","intricarius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","jugorum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","lineata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","pertinax",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","picea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","pratorum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","rupium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","similis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eristalis","tenax",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eumeninae","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"euodynerus","notatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"euodynerus","quadrifasciatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupeodes","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupeodes","bucculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupeodes","corollae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupeodes","lapponicus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupeodes","latifasciatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupeodes","lundbecki",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupeodes","luniger",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupeodes","nielseni",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupeodes","nitens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eupoecilia","ambiguella","france","native","Native","Europe",NA,NA,NA,NA,NA
"eurydema","oleracea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"euryopis","episinoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"euryopis","flavomaculata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"euryopis","quinqueguttata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"eurytoma","amygdali","israel","invasive","Native","Western Asia",NA,NA,NA,NA,NA
"eurytoma","nodularis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"evodinus","borealis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"exocentrus","adspersus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"exocentrus","lusitanus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"falagria","sulcata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"forficula","auricularia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"formicidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gasteruption","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gasteruption","assectator",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gaurotes","virginea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"geocoris","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gnamptogenys","122",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"gnamptogenys","124",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"gnamptogenys","7",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"gnamptogenys","74",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"gnamptogenys","8",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"gnamptogenys","acuminata",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"gnamptogenys","continua",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"gnamptogenys","curvoclypeata",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"gnamptogenys","hartmani",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"gnamptogenys","horni",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"gnamptogenys","interrupta",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"gnamptogenys","menadensis",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"gnamptogenys","minuta",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"gnamptogenys","nana",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"gnamptogenys","pr.reichenspergeri sp.1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"gnamptogenys","pr.striatula sp.1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"gnamptogenys","pr.striatula sp.2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"gnamptogenys","quadrutinodules",NA,NA,NA,NA,"Asia","Native*","China",NA,NA
"gnamptogenys","rastrata",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"gnamptogenys","reichenspergeri",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"gnamptogenys","sp.4",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"gnamptogenys","striatula",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"gnamptogenys","tornata",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"gnamptogenys","triangularis",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"gnathacmaeops","pratensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gongylidiellum","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gongylidiellum","latebricola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gongylidiellum","murcidum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gongylidiellum","vivum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"grammoptera","ruficornis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"grammoptera","ustulata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gynandromorphus","etruscus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gyrohypnus","angustatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gyrohypnus","liebei",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gyrohypnus","punctulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hahnia","nava",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hahnia","pusilla",NA,NA,NA,NA,NA,NA,NA,NA,NA
"halticus","apterus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"halticus","luteicollis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"haplodrassus","dalmatensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"haplodrassus","invalidus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"haplodrassus","minor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"haplodrassus","severus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"haplodrassus","signifer",NA,NA,NA,NA,NA,NA,NA,NA,NA
"haplodrassus","umbratilis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harmonia","axyridis",NA,NA,NA,NA,NA,NA,NA,"Asia","Inv"
"harpactea","fageli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpactea","lepida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","affinis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","albanicus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","anxius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"harpalus","atratus",NA,NA,NA,NA,NA,NA,NA,NA,NA
