"genus","species","newcarabids_trophiclevel_carabids_feeding","newmartin2019_agricultural_specialist_martin2019_feeding","newmartin2019_diet_breadth_martin2019_feeding","newmartin2019_diet_life_history_martin2019_feeding","newmartin2019_functional_group_martin2019_feeding","newsesync_finalfeeding_sesync_feeding","newsesync_trophic.level_sesync_feeding","newtamburini_host.plants.of.economic.concern_tamburini_feeding","newglobalants_diet_globalants_feeding","newarthropodtraits_feeding_guild_arthropodtraits_feeding","newarthropodtraits_feeding_guild_short_arthropodtraits_feeding","newarthropodtraits_feeding_mode_arthropodtraits_feeding","newemerystickytrap_diet_emerysticky_feeding","newemerystickytrap_dietbreadth_emerysticky_feeding","newemerystickytrap_trophiclevel_emerysticky_feeding","newarthropodtraits_feeding_specialization_arthropodtraits_feeding","newarthropodtraits_feeding_tissue_arthropodtraits_feeding","newcarabids_collembolehunter_carabids_feeding","newcarabids_visualhunter_carabids_feeding","newarthropodtraits_feeding_plant_part_arthropodtraits_feeding","newarthropodtraits_endophagous_lifestyle_arthropodtraits_feeding","newcarabids_isopodhunter_carabids_feeding","newcarabids_snailhunter_carabids_feeding","newemerypitfalltrap_dietbreadth_emerypit_feeding","newemerypitfalltrap_feedingtype_emerypit_feeding","newemerypitfalltrap_trophiclevel_emerypit_feeding","newemerypitfalltrap_huntingstrategy_emerypit_feeding"
"licinus","hoffmannseggii","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked",NA,NA,NA,NA
"licinus","oblongus","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked",NA,NA,NA,NA
"liocranoeca","striata",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lionychus","quadrillum","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked",NA,NA,NA,NA,NA,NA,NA,NA
"liriomyza","huidobrensis",NA,NA,NA,NA,NA,NA,NA,"Pears other vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"liriomyza","sativae",NA,NA,NA,NA,NA,"General","herbivore","Curcubits legumes nightshades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lobesia","botrana",NA,NA,NA,NA,NA,"General","herbivore","Grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"loricera","pilicornis","Predator","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"selected","selected",NA,NA,NA,NA,NA,NA,NA,NA
"lygus","gemellatus",NA,"no","generalist","same_diet","pest herbivore",NA,NA,NA,NA,"h","h","s",NA,NA,NA,"m","m-p-r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lygus","hesperus",NA,NA,NA,NA,NA,"General","herbivore","Cotton strawberries alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lygus","lineolaris",NA,NA,NA,NA,NA,"General","herbivore","Cotton alfalfa stone fruits conifer seedlings other crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lygus","pratensis",NA,"no","generalist","same_diet","pest herbivore",NA,NA,NA,NA,"h","h","s",NA,NA,NA,"p","m-p-r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lygus","rugulipennis",NA,"no","generalist","same_diet","pest herbivore",NA,NA,NA,NA,"c-h","o","s",NA,NA,NA,"p","m-p-r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lygus","wagneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h","s",NA,NA,NA,"p","m-p-r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"macrocentrus","",NA,"yes","specialist","different_diet","parasitoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"macrosiphum","euphorbiae",NA,NA,NA,NA,NA,"General","herbivore","Potatoes lettuge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mangora","acalypha",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"medon","",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"megatoma","undata",NA,"no","generalist","same_diet","non-pest herbivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meioneta","affinis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meioneta","rurestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meioneta","saxatilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"melanostoma","",NA,"yes","specialist","different_diet","larval predator adult pollinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"melanostoma","mellinum",NA,"yes","specialist","different_diet","larval predator adult pollinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"melanostoma","scalare",NA,"yes","specialist","different_diet","larval predator adult pollinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","aeneus",NA,"yes","specialist","same_diet","pest herbivore","Specialist","herbivore","Brassicas",NA,"h","h","c",NA,NA,NA,"o",NA,NA,NA,"l-r",NA,NA,NA,NA,NA,NA,NA
"meligethes","brachialis",NA,"no",NA,"same_diet","non-pest herbivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meligethes","carinulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h","c",NA,NA,NA,"m",NA,NA,NA,"l-r",NA,NA,NA,NA,NA,NA,NA
"meligethes","coeruleovirens",NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h","c",NA,NA,NA,"m",NA,NA,NA,"l-r",NA,NA,NA,NA,NA,NA,NA
"meligethes","coracinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h","c",NA,NA,NA,"o",NA,NA,NA,"l-r",NA,NA,NA,NA,NA,NA,NA
"meligethes","difficilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h","c",NA,NA,NA,"m",NA,NA,NA,"l-r",NA,NA,NA,NA,NA,NA,NA
"meligethes","flavimanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h","c",NA,NA,NA,"m",NA,NA,NA,"l-r",NA,NA,NA,NA,NA,NA,NA
"meligethes","maurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h","c",NA,NA,NA,"m",NA,NA,NA,"l-r",NA,NA,NA,NA,NA,NA,NA
"meligethes","morosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h","c",NA,NA,NA,"o",NA,NA,NA,"l-r",NA,NA,NA,NA,NA,NA,NA
"meligethes","nigrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h","c",NA,NA,NA,"m",NA,NA,NA,"l-r",NA,NA,NA,NA,NA,NA,NA
"meligethes","ovatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h","c",NA,NA,NA,"m",NA,NA,NA,"l-r",NA,NA,NA,NA,NA,NA,NA
"meligethes","persicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h","c",NA,NA,NA,"m",NA,NA,NA,"l-r",NA,NA,NA,NA,NA,NA,NA
"meligethes","rotundicollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h","c",NA,NA,NA,"o",NA,NA,NA,"l-r",NA,NA,NA,NA,NA,NA,NA
"meligethes","ruficornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h","c",NA,NA,NA,"m",NA,NA,NA,"l-r",NA,NA,NA,NA,NA,NA,NA
"meligethes","subaeneus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h","c",NA,NA,NA,"o",NA,NA,NA,"l-r",NA,NA,NA,NA,NA,NA,NA
"meligethes","symphyti",NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h","c",NA,NA,NA,"m",NA,NA,NA,"l-r",NA,NA,NA,NA,NA,NA,NA
"meligethes","umbrosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h","c",NA,NA,NA,"m",NA,NA,NA,"l-r",NA,NA,NA,NA,NA,NA,NA
"meligethes","viridescens",NA,"no",NA,"same_diet","non-pest herbivore",NA,NA,NA,NA,"h","h","c",NA,NA,NA,"o",NA,NA,NA,"l-r",NA,NA,NA,NA,NA,NA,NA
"melittobia","acasta",NA,"no","specialist","different_diet","parasitoid of bees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mesosa","curculionoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mesosa","nebulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mesus","rugatifrons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Generalist","Fluid","Predator",NA
"metopolophium","dirhodum",NA,"yes","specialist","same_diet","pest herbivore","General","herbivore","Cereals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micaria","albovittata",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micaria","coarctata",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micaria","dives",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micaria","formicaria",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micaria","guttigera",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micaria","pulicaria",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micaria","rossica",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micrargus","apertus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micrargus","herbigradus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micrargus","subaequalis",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"microlestes","fissuralis",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"microlestes","maurus","Predator","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked",NA,NA,NA,NA,NA,NA,NA,NA,NA
"microlestes","minutulus","Predator","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked",NA,NA,NA,NA,NA,NA,NA,NA,NA
"microlinyphia","pusilla",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micromus","angulatus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"micromus","variegatus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"molops","elatus","Predator","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"molops","piceus","Predator","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"molorchus","minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"molorchus","umbellatarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monocephalus","fuscipes",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monochamus","galloprovincialis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monochamus","sutor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monochamus","urussovii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monodontomerus","",NA,"yes","specialist","different_diet","parasitoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monodontomerus","obscurus",NA,"yes","specialist","different_diet","parasitoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monodontomerus","obsoletus",NA,"no","specialist","different_diet","parasitoid of bees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","1",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","12",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","3",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","9",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","93",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","96",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","?fieldi  fieldi",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","donisthorpei",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","fieldi",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","flavipes gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","floricola",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","intrudens",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","leae",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","leave laeve gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","leave laeve gp. sp. SS 2 & leave laeve gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","musicum",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","nigrius",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","pharaonis",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","rothsteini gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sordidum gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sordidum gp. sp. SS 2",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sordidum gp. sp. SS 3",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp. 3",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp. 5 aff. floricola",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp._14_nigrius_gp.",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp._1_rothsteini_gp.",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp._24_laeve_gp.",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp._26_sydneyense_gp.",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp._33_laeve_gp.",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp._37_nigrius_gp.",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp._39_nigrius_gp.",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp._7_insolescens_gp.",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","sp._8_carinatum_gp.",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","taedium",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","un01",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monomorium","viride",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mycetoporus","bimaculatus",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mycetoporus","forticornis",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mycetoporus","lepidus",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mycetoporus","longulus",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mycetoporus","nigricollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c-f","o","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"myzus","cerasi",NA,"yes","specialist","same_diet","pest herbivore","General","herbivore","Cherries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nabis","",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nabis","brevis",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nabis","ferus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nabis","flavomarginatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nabis","limbatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nabis","pseudoferus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nabis","punctatus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nabis","rugosus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nasonovia","ribisnigri",NA,NA,NA,NA,NA,"General","herbivore","Lettuce currants blackberries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","brevicollis","Predator","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked",NA,NA,NA,NA,NA,NA,NA,NA
"nebria","germarii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","hellwigii","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","jockischii","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","livida","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","picicornis","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","rufescens","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebria","salina","Predator","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"necydalis","major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nehemitropia","lividipennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"neoscona","adianta",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
