genus,species,country_sesync_invasive,invasive.status_tamburini_invasive,invasive_sesync_invasive,study.area_tamburini_invasive,continent_globalants_invasive,invasive.to.political.region1_globalants_invasive,political.region1_globalants_invasive,countryconfirmed_emerysticky_invasive,nat_inv_un_emerysticky_invasive,number_agree,final_answer
crematogaster,sp.11,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
crematogaster,sp.prox. obscurata,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
crematogaster,sordidula,NA,NA,NA,NA,Europe,Native,Spain,NA,NA,1,native
creonitades,dilutus,australia,NA,native,NA,NA,NA,NA,NA,NA,1,native
creontiades,dilutus,NA,Native,NA,Oceania,NA,NA,NA,NA,NA,1,native
cryptoblabes,gnidiella,israel,Native,native,Western Asia,NA,NA,NA,NA,NA,2,native
cycloneda,ancoralis,NA,NA,NA,NA,NA,NA,NA,UY,Nat,6,native
cycloneda,emarginada,NA,NA,NA,NA,NA,NA,NA,AR,Nat,7,native
cycloneda,limbicollis,NA,NA,NA,NA,NA,NA,NA,AR,Nat,8,native
cycloneda,sanguinea,NA,NA,NA,NA,NA,NA,NA,UY,Nat,9,native
cynipoidea,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cyphomyrmex,minutus,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
cyphomyrmex,rimosus,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
cyphomyrmex,costatus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cyphomyrmex,olitor,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cyphomyrmex,plaumanni,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cyphomyrmex,sp.1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cyphomyrmex,sp.2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cyphomyrmex,sp.3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cyphomyrmex,strigatus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cyphomyrmex,strigatus sp.1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cyphomyrmex,lectus,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
cyphomyrmex,sp. 24,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
cyphomyrmex,sp.20,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
cyphomyrmex,transversus,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
delia,radicum,france,Native,native,Europe,NA,NA,NA,NA,NA,2,native
demetrias,atricapillus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dendrocerus,carpenteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
deraeocoris,annulipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
deraeocoris,flavilinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
deraeocoris,ruber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
deraeocoris,trifasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diabrotica,speciosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diabrotica,barberi,NA,Native,NA,North America,NA,NA,NA,NA,NA,1,native
diabrotica,virgifera,united states,Native,native,North America,NA,NA,NA,NA,NA,2,native
diachromus,germanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diaea,dorsata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dibrachys,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dibrachys,cavus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dibrachys,lignicola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dibrachys,microgastri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dicymbium,nigrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dicymbium,tibiale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diglyphus,isaea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dinaraea,angustula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dinoptera,collaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diomus,agapitus,NA,NA,NA,NA,NA,NA,NA,AR,Nat,10,native
diomus,argentenicus,NA,NA,NA,NA,NA,NA,NA,AR,Nat,11,native
diomus,faustinus,NA,NA,NA,NA,NA,NA,NA,UY,Nat,12,native
diomus,jane,NA,NA,NA,NA,NA,NA,NA,AR,Nat,13,native
diomus,petronilla,NA,NA,NA,NA,NA,NA,NA,AR,Nat,14,native
diomus,pusillus,NA,NA,NA,NA,NA,NA,NA,UY,Nat,15,native
diomus,seminulus,NA,NA,NA,NA,NA,NA,NA,UY,Nat,16,native
diomus,sp11,NA,NA,NA,NA,NA,NA,NA,Un,Nat,17,native
diomus,sp43,NA,NA,NA,NA,NA,NA,NA,Un,Nat,18,native
diomus,tenuis,NA,NA,NA,NA,NA,NA,NA,AR,Nat,19,native
diomus,tucumanus,NA,NA,NA,NA,NA,NA,NA,UY,Nat,20,native
diplocephalus,cristatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diplocephalus,graecus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diplocephalus,latifrons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diplocephalus,marijae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diplocephalus,picinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diplostyla,concolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dipogon,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dipogon,subintermedius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dipogon,variegatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
discoelius,zonalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
discothyrea,sauteri,NA,NA,NA,NA,Asia,Native*,China,NA,NA,1,native
discothyrea,149,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
discothyrea,denticulata,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
discothyrea,humilis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
discothyrea,neotropica,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
discothyrea,sexarticulata,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
dismodicus,bifrons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dismodicus,elevatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dolichus,halensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dolycoris,baccarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
drassyllus,lutetianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
drassyllus,praeficus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
drassyllus,pusillus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
drassyllus,villicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
drepanotylus,uncatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dromius,quadrimaculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
drusilla,canaliculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
drypta,dentata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dyschiriodes,tristis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dyschirius,aeneus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dyschirius,globosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dysdera,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dysdera,erythrina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ectatomma,ruidum,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
ectatomma,edentatum,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
ectatomma,tuberculatum,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
ectatomma,muticum,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
ectatomma,permagnum,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
elaphrus,cupreus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
empoasca,affinis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
empoasca,decipiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
empoasca,pteridis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
empoasca,vitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
encyrtidae,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enoplognatha,diversa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enoplognatha,latimana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enoplognatha,ovata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enoplognatha,thoracica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
episyrphus,balteatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ergates,faber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
erigone,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
erigone,atra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
erigone,dentipalpis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
erigone,longipalpis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
erigonella,hiemalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eriopis,conexa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eriopis,connexa,NA,NA,NA,NA,NA,NA,NA,UY,Nat,21,native
eristalis,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eristalis,abusiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eristalis,arbustorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eristalis,horticola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eristalis,interrupta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eristalis,intricaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eristalis,intricarius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eristalis,jugorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eristalis,lineata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eristalis,pertinax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eristalis,picea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eristalis,pratorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eristalis,rupium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eristalis,similis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eristalis,tenax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eumeninae,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euodynerus,notatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euodynerus,quadrifasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eupeodes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eupeodes,bucculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eupeodes,corollae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eupeodes,lapponicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eupeodes,latifasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eupeodes,lundbecki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eupeodes,luniger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eupeodes,nielseni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eupeodes,nitens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eupoecilia,ambiguella,france,Native,native,Europe,NA,NA,NA,NA,NA,2,native
eurydema,oleracea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euryopis,episinoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euryopis,flavomaculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euryopis,quinqueguttata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eurytoma,amygdali,israel,Native,invasive,Western Asia,NA,NA,NA,NA,NA,0,invasive
eurytoma,nodularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
evodinus,borealis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exocentrus,adspersus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exocentrus,lusitanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
falagria,sulcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
forficula,auricularia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
formicidae,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gasteruption,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gasteruption,assectator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gaurotes,virginea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
geocoris,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gnamptogenys,striatula,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
gnamptogenys,triangularis,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
gnamptogenys,quadrutinodules,NA,NA,NA,NA,Asia,Native*,China,NA,NA,1,native
gnamptogenys,122,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
gnamptogenys,124,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
gnamptogenys,7,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
gnamptogenys,74,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
gnamptogenys,8,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
gnamptogenys,continua,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
gnamptogenys,curvoclypeata,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
gnamptogenys,hartmani,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
gnamptogenys,horni,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
gnamptogenys,interrupta,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
gnamptogenys,menadensis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
gnamptogenys,minuta,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
gnamptogenys,pr.reichenspergeri sp.1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
gnamptogenys,pr.striatula sp.1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
gnamptogenys,pr.striatula sp.2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
gnamptogenys,rastrata,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
gnamptogenys,reichenspergeri,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
gnamptogenys,sp.4,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
gnamptogenys,tornata,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
gnamptogenys,acuminata,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
gnamptogenys,nana,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
gnathacmaeops,pratensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gongylidiellum,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gongylidiellum,latebricola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gongylidiellum,murcidum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gongylidiellum,vivum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grammoptera,ruficornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grammoptera,ustulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gyrohypnus,angustatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gyrohypnus,liebei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gyrohypnus,punctulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hahnia,nava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hahnia,pusilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
halticus,apterus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
halticus,luteicollis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
haplodrassus,dalmatensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
haplodrassus,invalidus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
haplodrassus,minor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
haplodrassus,severus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
haplodrassus,signifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
haplodrassus,umbratilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harmonia,axyridis,NA,NA,NA,NA,NA,NA,NA,Asia,Inv,1,invasive
harpactea,fageli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpactea,lepida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,affinis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,albanicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,anxius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,atratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,autumnalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,calceatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,caspius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,cupreus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,dimidiatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,distinguendus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,flavescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,flavicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,fuscicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,griseus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,hospes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,laevipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,latus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,luteicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,marginellus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,modestus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,picipennis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,politus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,progrediens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,pumilus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,pygmaeus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,rubripes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,rufipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,serripes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,signaticornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,smaragdinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,subcylindricus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpalus,tardus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
helicoverpa,armigera,south africa,Native,native,Africa,NA,NA,NA,NA,NA,2,native
helopeltis,sulawesi,NA,Native,NA,South-eastern Asia,NA,NA,NA,NA,NA,1,native
himacerus,apterus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
himacerus,major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
himacerus,mirmicoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hippodamia,convergens,NA,NA,NA,NA,NA,NA,NA,NAM,Inv,1,invasive
hippodamia,variegata,NA,NA,NA,NA,NA,NA,NA,Palarctic,Inv,1,invasive
hippodamia,notata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hippodamia,tredecimpunctata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
histopona,torpida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hylotrupes,bajulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hypera,postica,united states,Exotic,invasive,North America,NA,NA,NA,NA,NA,2,invasive
hypera,arator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hypera,meles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hypera,nigrirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hypera,plantaginis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hypera,rumicis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hypera,suspiciosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hypera,zoilus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hyperaspis,conclusa,NA,NA,NA,NA,NA,NA,NA,UY,Nat,22,native
hyperaspis,elegantissima,NA,NA,NA,NA,NA,NA,NA,AR,Nat,23,native
hyperaspis,festiva,NA,NA,NA,NA,NA,NA,NA,UY,Nat,24,native
hyperaspis,gordoni,NA,NA,NA,NA,NA,NA,NA,UY,Nat,25,native
hyperaspis,longula,NA,NA,NA,NA,NA,NA,NA,AR,Nat,26,native
hyperaspis,matronata,NA,NA,NA,NA,NA,NA,NA,AR,Nat,27,native
hyperaspis,sp13,NA,NA,NA,NA,NA,NA,NA,AR,Nat,28,native
hyperaspis,sp19,NA,NA,NA,NA,NA,NA,NA,AR,Nat,29,native
hypoponera,eduardi,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
hypoponera,1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,113,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,39,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,80,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,antcnp_sp2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,cf. confinis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,inexorata,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,jtl013,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,opacior,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,parva,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sabrone,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.10,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.11,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.12,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.13,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.14,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.15,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.16,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.17,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.18,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.19,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.20,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.21,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.22,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.23,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.24,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.5,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.6,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.7,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.8,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp.9,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
hypoponera,sp. 04,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
hypoponera,sp.02,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
hypoponera,sp.03,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
hypothenemus,hampei,usa puerto rico,Exotic,invasive,Central America,NA,NA,NA,NA,NA,2,invasive
ichneumonidae,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ilyobates,propinquus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ilyobates,subopacus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jacksonella,falconeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
judolia,sexmaculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
