scope,species,question,answer,unknown,known,question last word
Dispersal mode - Wings,pterostichus aterrimus,Does pterostichus macer fly or walk?,it can fly (1),0,1,walk?
DietBreadth - DietTaxa,pterostichus macer,Does pterostichus macer only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,pterostichus macer,Does pterostichus madidus fly or walk?,"it can apparently fly (1), although it does so very rarely walk (0)",0,1,walk?
DietBreadth - DietTaxa,pterostichus madidus,Does pterostichus madidus only eat one thing?,"worms (2), worms (2), small slugs (2), largely predatory on many groundliving invertebrates (1), including caterpillars and slugs (1), grubs (1), ripe fruit (1), insect larvae (1), but the adult also eats some plant material small slugs (0), particularly strawberries vegetable matter (0)",0,1,thing?
Dispersal mode - Wings,pterostichus madidus,Does pterostichus melanarius fly or walk?,walk fly (0),0,1,walk?
DietBreadth - DietTaxa,pterostichus madidus,Does pterostichus melanarius only eat one thing?,"slugs (2), invertebrates (1), plants (1), ants (1), caterpillars (1), mollusks (1), seeds (1), plant tissue (1), pterostichus melanarius eats insects (0), grounddwelling pest insects (0), and weed seeds (0)",0,1,thing?
Dispersal mode - Wings,pterostichus melanarius,Does pterostichus niger fly or walk?,walk (4),0,1,walk?
DietBreadth - DietTaxa,pterostichus niger,Does pterostichus niger only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,pterostichus niger,Does pterostichus nigrita fly or walk?,walk walks (0),0,1,walk?
DietBreadth - DietTaxa,pterostichus nigrita,Does pterostichus nigrita only eat one thing?,unknown (24),1,0,thing?
Dispersal mode - Wings,pterostichus nigrita,Does pterostichus oblongopunctatus fly or walk?,"walk (4), run (1), fly (1)",0,1,walk?
DietBreadth - DietTaxa,pterostichus oblongopunctatus,Does pterostichus oblongopunctatus only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,pterostichus oblongopunctatus,Does pterostichus ovoideus fly or walk?,unknown (20),1,0,walk?
DietBreadth - DietTaxa,pterostichus ovoideus,Does pterostichus ovoideus only eat one thing?,unknown (7),1,0,thing?
Dispersal mode - Wings,pterostichus ovoideus,Does pterostichus strenuus fly or walk?,walk (2),0,1,walk?
DietBreadth - DietTaxa,pterostichus strenuus,Does pterostichus strenuus only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,pterostichus strenuus,Does pterostichus vernalis fly or walk?,walk fly (0),0,1,walk?
DietBreadth - DietTaxa,pterostichus vernalis,Does pterostichus vernalis only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,pterostichus vernalis,Does rhagoletis cerasi fly or walk?,"fly (3), walk (1)",0,1,walk?
DietBreadth - DietTaxa,rhagoletis cerasi,Does rhagoletis cerasi only eat one thing?,"no (1), honeysuckle (1), it can also live on honeysuckle fruit cherry (0)",0,1,thing?
Dispersal mode - Wings,rhagoletis cerasi,Does rhagonycha fulva fly or walk?,unknown (22),1,0,walk?
DietBreadth - DietTaxa,rhagonycha fulva,Does rhagonycha fulva only eat one thing?,"larvae eat snails (1), slugs (1), small insects (0), and other ground dwellers adults prey mostly on aphids and consume pollen and nectar rhagonycha fulva feeds on other insects as well as nectar and pollen (0)",0,1,thing?
Dispersal mode - Wings,rhagonycha fulva,Does rhopalosiphum padi fly or crawl?,"crawl (6), fly (4), crawling (2), flying (2), hop (1)",0,1,crawl?
Dispersal mode - Wings,rhopalosiphum padi,Does rhopalosiphum padi fly or walk?,"fly (8), walk (4), hop (1)",0,1,walk?
DietBreadth - DietTaxa,rhopalosiphum padi,Does rhopalosiphum padi only eat one thing?,unknown (20),1,0,thing?
Dispersal mode - Wings,rhopalosiphum padi,Does rhyzobius litura fly or walk?,walking and flying (1),0,1,walk?
DietBreadth - DietTaxa,rhyzobius litura,Does rhyzobius litura only eat one thing?,mealybugs (1),0,1,thing?
Dispersal mode - Wings,rhyzobius litura,Does robertus arundineti fly or walk?,"walk (2), fly (1)",0,1,walk?
DietBreadth - DietTaxa,robertus arundineti,Does robertus arundineti only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,robertus arundineti,Does robertus kuehnae fly or walk?,unknown (24),1,0,walk?
DietBreadth - DietTaxa,robertus kuehnae,Does robertus kuehnae only eat one thing?,unknown (24),1,0,thing?
Dispersal mode - Wings,robertus kuehnae,Does robertus lividus fly or walk?,unknown (24),1,0,walk?
DietBreadth - DietTaxa,robertus lividus,Does robertus lividus only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,robertus lividus,Does robertus neglectus fly or walk?,unknown (24),1,0,walk?
DietBreadth - DietTaxa,robertus neglectus,Does robertus neglectus only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,robertus neglectus,Does saldula saltatoria fly or walk?,"jump (1), walk jumps when disturbed fly (0)",0,1,walk?
DietBreadth - DietTaxa,saldula saltatoria,Does saldula saltatoria only eat one thing?,unknown (24),1,0,thing?
Dispersal mode - Wings,saldula saltatoria,Does sapyga clavicornis fly or walk?,fly walk (0),0,1,walk?
DietBreadth - DietTaxa,sapyga clavicornis,Does sapyga clavicornis only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,sapyga clavicornis,Does scymnus frontalis fly or walk?,most species have welldeveloped wings and can fly (1),0,1,walk?
DietBreadth - DietTaxa,scymnus frontalis,Does scymnus frontalis only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,scymnus frontalis,Does silometopus elegans fly or walk?,unknown (24),1,0,walk?
DietBreadth - DietTaxa,silometopus elegans,Does silometopus elegans only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,silometopus elegans,Does silometopus reussi fly or walk?,unknown (10),1,0,walk?
DietBreadth - DietTaxa,silometopus reussi,Does silometopus reussi only eat one thing?,unknown (7),1,0,thing?
Dispersal mode - Wings,silometopus reussi,Does sintula corniger fly or walk?,unknown (11),1,0,walk?
DietBreadth - DietTaxa,sintula corniger,Does sintula corniger only eat one thing?,unknown (9),1,0,thing?
Dispersal mode - Wings,sintula corniger,Does sitobion avenae fly or crawl?,"crawl (6), fly (3)",0,1,crawl?
Dispersal mode - Wings,sitobion avenae,Does sitobion avenae fly or walk?,"hop (1), fly or walk fly (0), walk walk (0)",0,1,walk?
DietBreadth - DietTaxa,sitobion avenae,Does sitobion avenae only eat one thing?,unknown (10),1,0,thing?
Dispersal mode - Wings,sitobion avenae,Does solenopsis picea fly or walk?,unknown (24),1,0,walk?
DietBreadth - DietTaxa,sitobion avenae,Does solenopsis picea only eat one thing?,"insects such as termites (1), fruit flies (1), crickets (1), meal worms (1), wax worms (1)",0,1,thing?
Dispersal mode - Wings,solenopsis picea,Does solenopsis terricola fly or walk?,unknown (11),1,0,walk?
DietBreadth - DietTaxa,solenopsis terricola,Does solenopsis terricola only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,solenopsis terricola,Does sphaerophoria scripta fly or walk?,fly walk (0),0,1,walk?
DietBreadth - DietTaxa,sphaerophoria scripta,Does sphaerophoria scripta only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,sphaerophoria scripta,Does stemonyphantes lineatus fly or walk?,unknown (23),1,0,walk?
DietBreadth - DietTaxa,stemonyphantes lineatus,Does stemonyphantes lineatus only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,stemonyphantes lineatus,Does stenolophus skrimshiranus fly or walk?,unknown (12),1,0,walk?
DietBreadth - DietTaxa,stenolophus skrimshiranus,Does stenolophus skrimshiranus only eat one thing?,unknown (6),1,0,thing?
Dispersal mode - Wings,stenolophus skrimshiranus,Does stenolophus teutonus fly or walk?,it can fly walk (0),0,1,walk?
DietBreadth - DietTaxa,stenolophus teutonus,Does stenolophus teutonus only eat one thing?,"insects (1), seeds (1), fungi (1), plant material (1), aphids (1), small insects (1), larvae (1), arthropods (1), invertebrate eggs (1)",0,1,thing?
Dispersal mode - Wings,stenolophus teutonus,Does stenotus rubrovittatus fly or crawl?,fly (1),0,1,crawl?
Dispersal mode - Wings,stenotus rubrovittatus,Does stenotus rubrovittatus fly or walk?,"walk (4), fly (2)",0,1,walk?
DietBreadth - DietTaxa,stenolophus teutonus,Does stenotus rubrovittatus only eat one thing?,unknown (18),1,0,thing?
Dispersal mode - Wings,stenotus rubrovittatus,Does stenus clavicornis fly or walk?,"fly (2), walk flies (0)",0,1,walk?
DietBreadth - DietTaxa,stenus clavicornis,Does stenus clavicornis only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,stenus clavicornis,Does stigmus solskyi fly or walk?,unknown (23),1,0,walk?
DietBreadth - DietTaxa,stigmus solskyi,Does stigmus solskyi only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,stigmus solskyi,Does stomis pumicatus fly or walk?,"walk (3), fly (2)",0,1,walk?
DietBreadth - DietTaxa,stomis pumicatus,Does stomis pumicatus only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,stomis pumicatus,Does strumigenys elongata fly or walk?,unknown (25),1,0,walk?
DietBreadth - DietTaxa,strumigenys elongata,Does strumigenys elongata only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,strumigenys elongata,Does symmorphus bifasciatus fly or walk?,fly walk (0),0,1,walk?
DietBreadth - DietTaxa,symmorphus bifasciatus,Does symmorphus bifasciatus only eat one thing?,unknown (24),1,0,thing?
Dispersal mode - Wings,symmorphus bifasciatus,Does symmorphus debilitatus fly or walk?,fly (1),0,1,walk?
DietBreadth - DietTaxa,symmorphus debilitatus,Does symmorphus debilitatus only eat one thing?,unknown (6),1,0,thing?
Dispersal mode - Wings,symmorphus debilitatus,Does syntomus foveatus fly or walk?,"fly (3), walk (2)",0,1,walk?
DietBreadth - DietTaxa,syntomus foveatus,Does syntomus foveatus only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,syntomus foveatus,Does syntomus obscuroguttatus fly or walk?,unknown (14),1,0,walk?
DietBreadth - DietTaxa,syntomus obscuroguttatus,Does syntomus obscuroguttatus only eat one thing?,unknown (18),1,0,thing?
Dispersal mode - Wings,syntomus obscuroguttatus,Does syntomus truncatellus fly or walk?,unknown (24),1,0,walk?
DietBreadth - DietTaxa,syntomus truncatellus,Does syntomus truncatellus only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,syntomus truncatellus,Does synuchus vivalis fly or walk?,walk flies fly (0),0,1,walk?
DietBreadth - DietTaxa,synuchus vivalis,Does synuchus vivalis only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,synuchus vivalis,Does syrphus torvus fly or walk?,fly (2),0,1,walk?
DietBreadth - DietTaxa,syrphus torvus,Does syrphus torvus only eat one thing?,"pollen (1), nectar (1), aphids (1)",0,1,thing?
Dispersal mode - Wings,syrphus torvus,Does tachinus marginellus fly or walk?,unknown (23),1,0,walk?
DietBreadth - DietTaxa,tachinus marginellus,Does tachinus marginellus only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,tachinus marginellus,Does tachyporus chrysomelinus fly or walk?,"fly (1), walk (1)",0,1,walk?
DietBreadth - DietTaxa,tachyporus chrysomelinus,Does tachyporus chrysomelinus only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,tachyporus chrysomelinus,Does tachyporus hypnorum fly or walk?,"fly (2), it can fly (1), although it does so very rarely walk (0)",0,1,walk?
DietBreadth - DietTaxa,tachyporus hypnorum,Does tachyporus hypnorum only eat one thing?,unknown (24),1,0,thing?
Dispersal mode - Wings,tachyporus hypnorum,Does tachyporus obtusus fly or walk?,unknown (24),1,0,walk?
DietBreadth - DietTaxa,tachyporus obtusus,Does tachyporus obtusus only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,tachyporus obtusus,Does tallusia experta fly or walk?,unknown (24),1,0,walk?
DietBreadth - DietTaxa,tallusia experta,Does tallusia experta only eat one thing?,unknown (24),1,0,thing?
Dispersal mode - Wings,tallusia experta,Does tapinocyba insecta fly or walk?,unknown (25),1,0,walk?
DietBreadth - DietTaxa,tapinocyba insecta,Does tapinocyba insecta only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,tapinocyba insecta,Does tapinocyba praecox fly or walk?,unknown (18),1,0,walk?
DietBreadth - DietTaxa,tapinocyba insecta,Does tapinocyba praecox only eat one thing?,unknown (10),1,0,thing?
Dispersal mode - Wings,tapinocyba praecox,Does technomyrmex albipes fly or walk?,unknown (24),1,0,walk?
DietBreadth - DietTaxa,technomyrmex albipes,Does technomyrmex albipes only eat one thing?,"white footed ants prefer to eat sweets such as honeydew and nectar from flowers or insects (1), and they also eat protein from animals (1), insects (1), small insects (1), and reptiles they are strongly attracted to sweet food and will also eat dead insects or other protein technomyrmex albipes eats most types of food (0), including nectar (0), and honeydew (0)",0,1,thing?
Dispersal mode - Wings,technomyrmex albipes,Does tecia solanivora fly or walk?,"walk walking (0), may also fly flies fly (0)",0,1,walk?
DietBreadth - DietTaxa,technomyrmex albipes,Does tecia solanivora only eat one thing?,all varieties of potatoes (1),0,1,thing?
Dispersal mode - Wings,tecia solanivora,Does tegenaria silvestris fly or walk?,unknown (24),1,0,walk?
DietBreadth - DietTaxa,tegenaria silvestris,Does tegenaria silvestris only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,tegenaria silvestris,Does temnostethus pusillus fly or walk?,unknown (21),1,0,walk?
DietBreadth - DietTaxa,temnostethus pusillus,Does temnostethus pusillus only eat one thing?,unknown (10),1,0,thing?
Dispersal mode - Wings,temnostethus pusillus,Does tenuiphantes tenuis fly or walk?,"walk (3), balloon (1), fly walk (0), ballooning walk (0)",0,1,walk?
DietBreadth - DietTaxa,tenuiphantes tenuis,Does tenuiphantes tenuis only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,tenuiphantes tenuis,Does tenuiphantes zimmermanni fly or walk?,unknown (24),1,0,walk?
DietBreadth - DietTaxa,tenuiphantes tenuis,Does tenuiphantes zimmermanni only eat one thing?,unknown (21),1,0,thing?
Dispersal mode - Wings,tenuiphantes zimmermanni,Does tetragnatha extensa fly or walk?,walk (6),0,1,walk?
DietBreadth - DietTaxa,tetragnatha extensa,Does tetragnatha extensa only eat one thing?,"insects (1), small moths (1), flies (1), mosquitoes (1), sometimes other spiders primarily insects (0)",0,1,thing?
Dispersal mode - Wings,tetragnatha extensa,Does tetragnatha striata fly or walk?,unknown (24),1,0,walk?
DietBreadth - DietTaxa,tetragnatha striata,Does tetragnatha striata only eat one thing?,unknown (24),1,0,thing?
Dispersal mode - Wings,tetragnatha striata,Does thaumatotibia leucotreta fly or walk?,fly flies (0),0,1,walk?
DietBreadth - DietTaxa,thaumatotibia leucotreta,Does thaumatotibia leucotreta only eat one thing?,"false codling moth thaumatotibia leucotreta feeds on over 24 commercial crops (1), including cotton (1), citrus (1), apricot (1), peach (1), and macadamia nuts (1)",0,1,thing?
Dispersal mode - Wings,thaumatotibia leucotreta,Does theridion varians fly or walk?,walk (1),0,1,walk?
DietBreadth - DietTaxa,theridion varians,Does theridion varians only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,therioaphis trifolii,Does therioaphis trifolii fly or crawl?,unknown (25),1,0,crawl?
Dispersal mode - Wings,theridion varians,Does therioaphis trifolii fly or walk?,unknown (25),1,0,walk?
DietBreadth - DietTaxa,therioaphis trifolii,Does therioaphis trifolii only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,therioaphis trifolii,Does thyreosthenius biovatus fly or walk?,unknown (16),1,0,walk?
DietBreadth - DietTaxa,thyreosthenius biovatus,Does thyreosthenius biovatus only eat one thing?,unknown (15),1,0,thing?
Dispersal mode - Wings,thyreosthenius biovatus,Does tinotus morion fly or walk?,unknown (25),1,0,walk?
DietBreadth - DietTaxa,tinotus morion,Does tinotus morion only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,tinotus morion,Does tiso vagans fly or walk?,unknown (25),1,0,walk?
DietBreadth - DietTaxa,tiso vagans,Does tiso vagans only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,tiso vagans,Does trechoblemus micros fly or walk?,unknown (18),1,0,walk?
DietBreadth - DietTaxa,trechoblemus micros,Does trechoblemus micros only eat one thing?,unknown (13),1,0,thing?
Dispersal mode - Wings,trechoblemus micros,Does trechus obtusus fly or walk?,walk fly (0),0,1,walk?
DietBreadth - DietTaxa,trechus obtusus,Does trechus obtusus only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,trechus obtusus,Does trechus quadristriatus fly or walk?,walk fly (0),0,1,walk?
DietBreadth - DietTaxa,trechus obtusus,Does trechus quadristriatus only eat one thing?,cabbage stem flea beetle psylliodes chrysocephala eggs and larvae (1),0,1,thing?
Dispersal mode - Wings,trechus quadristriatus,Does trechus secalis fly or walk?,unknown (25),1,0,walk?
DietBreadth - DietTaxa,trechus secalis,Does trechus secalis only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,trechus secalis,Does trialeurodes vaporariorum fly or walk?,"fly (6), walk (5)",0,1,walk?
DietBreadth - DietTaxa,trialeurodes vaporariorum,Does trialeurodes vaporariorum only eat one thing?,more than 250 ornamental and vegetable plants (1),0,1,thing?
Dispersal mode - Wings,trialeurodes vaporariorum,Does trichrysis cyanea fly or walk?,unknown (24),1,0,walk?
DietBreadth - DietTaxa,trichrysis cyanea,Does trichrysis cyanea only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,trichrysis cyanea,Does trigonotylus caelestialium fly or walk?,unknown (23),1,0,walk?
DietBreadth - DietTaxa,trigonotylus caelestialium,Does trigonotylus caelestialium only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,trigonotylus caelestialium,Does trochosa ruricola fly or walk?,unknown (24),1,0,walk?
DietBreadth - DietTaxa,trochosa ruricola,Does trochosa ruricola only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,trochosa ruricola,Does trochosa terricola fly or walk?,walk (2),0,1,walk?
DietBreadth - DietTaxa,trochosa terricola,Does trochosa terricola only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,trochosa terricola,Does troxochrus scabriculus fly or walk?,unknown (18),1,0,walk?
DietBreadth - DietTaxa,troxochrus scabriculus,Does troxochrus scabriculus only eat one thing?,unknown (13),1,0,thing?
Dispersal mode - Wings,troxochrus scabriculus,Does trypoxylon clavicerum fly or walk?,fly (4),0,1,walk?
DietBreadth - DietTaxa,trypoxylon clavicerum,Does trypoxylon clavicerum only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,trypoxylon clavicerum,Does trypoxylon figulus fly or walk?,unknown (22),1,0,walk?
DietBreadth - DietTaxa,trypoxylon figulus,Does trypoxylon figulus only eat one thing?,spiders insects (0),0,1,thing?
Dispersal mode - Wings,trypoxylon figulus,Does trypoxylon minus fly or walk?,fly (2),0,1,walk?
DietBreadth - DietTaxa,trypoxylon minus,Does trypoxylon minus only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,trypoxylon minus,Does walckenaeria acuminata fly or walk?,"walk (2), fly (1)",0,1,walk?
DietBreadth - DietTaxa,trypoxylon minus,Does walckenaeria acuminata only eat one thing?,they only eat other spiders (1),0,1,thing?
Dispersal mode - Wings,walckenaeria acuminata,Does walckenaeria antica fly or walk?,unknown (10),1,0,walk?
DietBreadth - DietTaxa,walckenaeria antica,Does walckenaeria antica only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,walckenaeria antica,Does walckenaeria atrotibialis fly or walk?,unknown (25),1,0,walk?
DietBreadth - DietTaxa,walckenaeria atrotibialis,Does walckenaeria atrotibialis only eat one thing?,unknown (22),1,0,thing?
DietBreadth - DietTaxa,walckenaeria atrotibialis,Does walckenaeria corniculans only eat one thing?,unknown (17),1,0,thing?
Dispersal mode - Wings,walckenaeria atrotibialis,Does walckenaeria dysderoides fly or walk?,unknown (20),1,0,walk?
DietBreadth - DietTaxa,walckenaeria corniculans,Does walckenaeria dysderoides only eat one thing?,unknown (21),1,0,thing?
Dispersal mode - Wings,walckenaeria dysderoides,Does walckenaeria monoceros fly or walk?,unknown (20),1,0,walk?
DietBreadth - DietTaxa,walckenaeria monoceros,Does walckenaeria monoceros only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,walckenaeria monoceros,Does walckenaeria nudipalpis fly or walk?,walk (1),0,1,walk?
DietBreadth - DietTaxa,walckenaeria nudipalpis,Does walckenaeria nudipalpis only eat one thing?,unknown (22),1,0,thing?
Dispersal mode - Wings,walckenaeria nudipalpis,Does walckenaeria obtusa fly or walk?,unknown (25),1,0,walk?
DietBreadth - DietTaxa,walckenaeria nudipalpis,Does walckenaeria obtusa only eat one thing?,unknown (20),1,0,thing?
Dispersal mode - Wings,walckenaeria obtusa,Does walckenaeria unicornis fly or walk?,unknown (25),1,0,walk?
DietBreadth - DietTaxa,walckenaeria unicornis,Does walckenaeria unicornis only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,walckenaeria unicornis,Does walckenaeria vigilax fly or walk?,unknown (25),1,0,walk?
DietBreadth - DietTaxa,walckenaeria vigilax,Does walckenaeria vigilax only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,walckenaeria vigilax,Does wasmannia auropunctata fly or walk?,unknown (23),1,0,walk?
DietBreadth - DietTaxa,walckenaeria vigilax,Does wasmannia auropunctata only eat one thing?,"other insects (1), decaying vegetation (1), seeds (1), plants (1), honeydew (1)",0,1,thing?
Dispersal mode - Wings,wasmannia auropunctata,Does xantholinus audrasi fly or walk?,unknown (1),1,0,walk?
DietBreadth - DietTaxa,wasmannia auropunctata,Does xantholinus audrasi only eat one thing?,unknown (1),1,0,thing?
Dispersal mode - Wings,xantholinus audrasi,Does xantholinus linearis fly or walk?,"walk (1), fly (1)",0,1,walk?
DietBreadth - DietTaxa,xantholinus linearis,Does xantholinus linearis only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,xantholinus linearis,Does xerolycosa miniata fly or walk?,walk (2),0,1,walk?
DietBreadth - DietTaxa,xerolycosa miniata,Does xerolycosa miniata only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,xerolycosa miniata,Does xerolycosa nemoralis fly or walk?,unknown (24),1,0,walk?
DietBreadth - DietTaxa,xerolycosa nemoralis,Does xerolycosa nemoralis only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,xerolycosa nemoralis,Does xysticus audax fly or walk?,"walk (2), ballooning (1)",0,1,walk?
DietBreadth - DietTaxa,xysticus audax,Does xysticus audax only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,xysticus audax,Does xysticus cristatus fly or walk?,walk (5),0,1,walk?
DietBreadth - DietTaxa,xysticus audax,Does xysticus cristatus only eat one thing?,"bees (3), butterflies (2), xysticus cristatus feeds on a wide range of prey (1), including ants (1), aphids (1), springtails (1), and other spider species (1)",0,1,thing?
Dispersal mode - Wings,xysticus cristatus,Does xysticus kochi fly or walk?,unknown (25),1,0,walk?
DietBreadth - DietTaxa,xysticus kochi,Does xysticus kochi only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,xysticus kochi,Does xysticus lanio fly or walk?,unknown (24),1,0,walk?
DietBreadth - DietTaxa,xysticus lanio,Does xysticus lanio only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,xysticus lanio,Does xysticus ulmi fly or walk?,unknown (23),1,0,walk?
DietBreadth - DietTaxa,xysticus ulmi,Does xysticus ulmi only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,xysticus ulmi,Does zabrus tenebrioides fly or walk?,walk fly runs (0),0,1,walk?
DietBreadth - DietTaxa,xysticus ulmi,Does zabrus tenebrioides only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,zabrus tenebrioides,Does zelotes electus fly or walk?,unknown (25),1,0,walk?
DietBreadth - DietTaxa,zelotes electus,Does zelotes electus only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,zelotes electus,Does zelotes latreillei fly or walk?,unknown (25),1,0,walk?
DietBreadth - DietTaxa,zelotes electus,Does zelotes latreillei only eat one thing?,"insects (1), spiders (1), small arthropods (1), worms (1), anthropods (1), small insects (1), mites (1), insect eggs (1)",0,1,thing?
Dispersal mode - Wings,zelotes latreillei,Does zelotes subterraneus fly or walk?,unknown (23),1,0,walk?
DietBreadth - DietTaxa,zelotes subterraneus,Does zelotes subterraneus only eat one thing?,unknown (25),1,0,thing?
Dispersal mode - Wings,zelotes subterraneus,how big are abax ovalis?,11 to 15 mm 15 mm 11 bis 15 millimeter (0),0,1,big
Predation and movement ability - Body size,abax ovalis,how big are abax parallelepipedus?,15822 mm 187 mm 18 to 21 mm (0),0,1,big
Predation and movement ability - Body size,acalymma vittatum,how big are acalymma vittatum?,"525 mm (1), 10 mm about 15 inch long approximately 06 mm long and 035 mm wide adults are approximately 525 mm long and 13 mm wide 15inch 5 mm (0), 13inch 85 mm 7 mm long larvae are 9 mm long 14inch long (0)",0,1,big
Predation and movement ability - Body size,acalymma vittatum,how big are acrotona obfuscata?,25 millimeter 228 mm (0),0,1,big
Predation and movement ability - Body size,acrotona obfuscata,how big are acupalpus meridianus?,34 mm 3543 mm (0),0,1,big
Predation and movement ability - Body size,acupalpus meridianus,how big are acupalpus parvulus?,34 mm 32 mm 395 mm 34 mm (0),0,1,big
Predation and movement ability - Body size,acupalpus parvulus,how big are acyrthosiphon pisum?,22 to 50 mm 220510 mm 230440 mm 220510 mm (0),0,1,big
Predation and movement ability - Body size,acyrthosiphon pisum,how big are adalia bipunctata?,3552 mm 45 mm long 16 to 15 inch 45 mm long (0),0,1,big
Predation and movement ability - Body size,adalia bipunctata,how big are adelphocoris lineolatus?,"7595 mm (1), 710 mm (0), 83 to 95 mm (0), 76 to 83 mm (0), 79 millimeters (0)",0,1,big
Predation and movement ability - Body size,adelphocoris lineolatus,how big are adelphocoris seticornis?,6575 mm 66 to 84 millimeters 69 mm (0),0,1,big
Predation and movement ability - Body size,adelphocoris seticornis,how big are agonum duftschmidi?,88 mm 80 to 95 mm 895 mm 87 mm (0),0,1,big
Predation and movement ability - Body size,agonum duftschmidi,how big are agonum lugens?,85 to 10 millimetres 80 to 100 mm 810 mm (0),0,1,big
Predation and movement ability - Body size,agonum muelleri,how big are agonum muelleri?,7 to 9 mm 795 mm 55 mm 9 mm long (0),0,1,big
Predation and movement ability - Body size,agonum muelleri,how big are agonum nigrum?,unknown (23),1,0,big
Predation and movement ability - Body size,agonum nigrum,how big are agonum sexpunctatum?,"0 bis 9 (1), 5 millimetern (1), 79mm 70  95 milmetros 7610 mm 8mm long 5 mm (0), 925 mm 7 (0)",0,1,big
Predation and movement ability - Body size,agonum sexpunctatum,how big are agonum viduum?,7595mm 83 mm 70 to 95 mm 795 mm (0),0,1,big
Predation and movement ability - Body size,agonum viduum,how big are agyneta decora?,"1820 mm (1), 1825 mm (1), 25 mm (1)",0,1,big
Predation and movement ability - Body size,aleochara bilineata,how big are aleochara bilineata?,56 mm 18 inch (0),0,1,big
Predation and movement ability - Body size,aleochara bilineata,how big are aleochara bipustulata?,20 to 45 mm (2),0,1,big
Predation and movement ability - Body size,aleochara bipustulata,how big are aleochara brevipennis?,unknown (23),1,0,big
Predation and movement ability - Body size,aleochara brevipennis,how big are aleochara curtula?,approximately 55 mm 20mm 4 mm (0),0,1,big
Predation and movement ability - Body size,aleochara curtula,how big are alloxysta victrix?,2 mm approx 0912 mm 13116 mm (0),0,1,big
Predation and movement ability - Body size,alloxysta victrix,how big are aloconota gregaria?,unknown (23),1,0,big
Predation and movement ability - Body size,alopecosa cuneata,how big are alopecosa cuneata?,unknown (20),1,0,big
